Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи
4.161,6.17328,14723.013,162.04984169697894,7777.193,113.787,113.787,651.818,1.659,8.972,17.691,0.35,0.961,1
1.138,1.54332,4844.567,144.7765275295013,6641.14,9.4,9.4,584.154,1.267,6.878,4.56,0.227,0.986,0
9.3,13.88988,72762.205,372.8434830897508,9753.812,644.806,644.806,1086.583,4.523,22.879,90.435,1.79,0.973,3
7.148,12.34656,38994.56,280.4456826760009,9123.047,332.345,332.345,838.37,2.976,15.714,44.966,0.89,0.971,3
3.144,4.6299600000000005,8375.389,145.21865433561652,7046.349,60.308,60.308,583.45,1.392,7.54,12.226,0.242,0.987,1
7.148,10.80324,38985.982,280.4475676315932,9131.03,332.257,332.257,832.08,2.966,15.523,44.365,0.878,0.965,3
7.148,10.80324,38997.653,280.4450543574702,9121.151,332.273,332.273,833.992,2.979,15.713,44.706,0.885,0.976,3
2.088,3.08664,2909.231,142.09978586888766,6790.711,24.549,24.549,512.348,1.2,6.495,14.039,0.146,0.968,0
5.14,7.7166,21625.709,201.5157852484353,8470.141,175.219,175.219,688.735,2.087,11.038,24.19,0.479,0.995,2
5.14,7.7166,21640.162,201.51829852255824,8516.691,175.324,175.324,706.702,2.072,10.916,24.96,0.494,0.951,2
9.3,13.88988,72772.31,372.8458916441186,9779.702,645.115,645.115,1096.876,4.492,22.529,90.734,1.796,0.957,3
8.206,12.34656,50990.441,323.30454629333434,9302.04,437.938,437.938,932.366,3.595,18.705,61.251,1.213,0.978,3
2.088,3.08664,6943.16,143.4266898860089,6783.766,26.939,26.939,600.725,1.331,7.146,12.459,0.264,0.991,0
7.148,10.80324,38990.062,280.44767235134816,9128.679,332.174,332.174,822.029,2.97,15.485,43.723,0.866,0.974,3
1.138,1.54332,6535.161,140.86011340778117,6645.39,7.178,7.178,622.931,1.306,7.016,19.414,0.294,0.993,0
1.138,1.54332,3731.525,136.99710636117203,6693.999,5.341,5.341,582.191,1.212,6.556,33.556,0.241,0.951,0
2.088,3.08664,3537.386,141.08536560104355,6798.429,22.834,22.834,536.608,1.219,6.608,20.697,0.179,0.963,0
7.148,10.80324,38988.749,280.4475676315932,9129.101,332.288,332.288,827.711,2.969,15.522,44.106,0.873,0.97,3
4.161,6.17328,14725.086,162.05109833404038,7817.293,113.807,113.807,643.211,1.655,8.85,17.254,0.342,0.955,1
2.088,3.08664,6375.887,141.90710151946752,6773.144,24.28,24.28,587.38,1.31,7.025,19.181,0.253,0.994,0
9.3,13.88988,72762.483,372.8415981341586,9730.607,645.053,645.053,1052.265,4.547,22.859,87.698,1.736,0.999,3
8.206,12.34656,50994.82,323.3268516011748,9317.491,437.968,437.968,929.089,3.571,18.352,60.553,1.199,0.961,3
3.144,4.6299600000000005,8376.937,145.21959681341258,7084.201,60.327,60.327,571.675,1.39,7.432,11.728,0.232,0.987,1
9.3,13.88988,72765.684,372.8426453317099,9739.136,645.006,645.006,1056.865,4.537,22.765,87.939,1.741,0.993,3
7.148,10.80324,39007.284,280.4420174845717,9117.293,332.384,332.384,808.174,2.986,15.578,43.0,0.851,0.997,3
2.088,3.08664,6213.809,145.60349943568127,6816.258,30.806,30.806,578.875,1.315,7.045,0.088,0.226,0.982,0
2.088,3.08664,4964.963,146.0334787502026,6815.587,31.55,31.55,548.815,1.277,6.851,0.0,0.185,0.979,0
6.175,9.25992,29761.096,241.5729765372974,8792.271,246.003,246.003,782.98,2.513,13.414,34.894,0.691,0.983,2
3.144,4.6299600000000005,8380.268,145.22158648875984,7144.675,60.366,60.366,587.277,1.387,7.439,12.325,0.244,0.957,1
2.088,3.08664,2838.718,142.2294289257258,6718.311,24.737,24.737,501.711,1.199,6.517,12.661,0.136,0.996,0
9.3,13.88988,72759.91,372.8417028539138,9746.198,644.95,644.95,1082.811,4.531,22.966,90.258,1.787,0.978,3
5.14,7.7166,21634.289,201.51358613357783,8488.808,175.311,175.311,725.159,2.08,11.186,26.066,0.516,0.958,2
7.148,10.80324,39008.485,280.44159860555123,9116.903,332.428,332.428,804.297,2.987,15.554,42.737,0.846,1.0,3
7.148,10.80324,39003.221,280.4429599623678,9118.422,332.363,332.363,823.303,2.984,15.677,44.028,0.872,0.986,3
2.088,12.34656,3472.687,144.86491100282228,6769.455,29.401,29.401,516.716,1.226,6.648,0.327,0.142,0.981,0
9.3,13.88988,72767.612,372.84337836999566,9740.935,644.958,644.958,1055.137,4.535,22.711,87.73,1.737,0.993,3
2.088,3.08664,6518.553,142.1227194952589,6810.359,24.704,24.704,624.937,1.313,7.176,19.912,0.282,0.955,0
2.088,3.08664,2814.467,142.81334628027304,6783.635,25.774,25.774,505.376,1.198,6.485,10.092,0.135,0.972,0
9.3,13.88988,72763.776,372.8430642107304,9745.878,644.71,644.71,1072.0,4.53,22.835,89.23,1.766,0.983,3
4.161,6.17328,14718.212,162.04837562040728,7717.572,113.732,113.732,632.112,1.664,8.948,16.857,0.334,0.993,1
8.206,12.34656,50993.254,323.3187881800306,9306.949,438.079,438.079,904.056,3.584,18.282,58.797,1.164,0.986,3
8.206,12.34656,50994.409,323.32528080484803,9317.434,438.105,438.105,922.917,3.57,18.281,60.05,1.189,0.964,3
2.088,3.08664,4565.265,145.93106282969558,6793.625,31.355,31.355,540.993,1.265,6.814,0.0,0.174,0.982,0
1.138,1.54332,829.334,139.2597861100425,6634.672,6.314,6.314,466.208,1.116,5.964,18.258,0.105,0.988,0
6.175,9.25992,29763.318,241.5626092815405,8805.416,246.0,246.0,749.852,2.51,13.099,32.796,0.649,0.995,2
2.088,3.08664,6961.19,143.4703580238938,6771.931,27.023,27.023,604.036,1.332,7.178,12.382,0.267,0.992,0
2.088,3.08664,4085.123,145.64517789821886,6756.784,30.806,30.806,531.612,1.249,6.786,0.0,0.162,0.988,0
6.175,9.25992,29792.793,241.62711665069423,8826.277,246.249,246.249,770.514,2.503,13.147,33.969,0.673,0.969,2
6.175,9.25992,29764.888,241.5855429079118,8810.194,245.955,245.955,790.119,2.507,13.37,35.224,0.697,0.967,2
2.088,3.08664,3135.296,141.44549683890003,6718.797,23.405,23.405,511.582,1.208,6.554,17.366,0.153,0.997,0
5.14,12.34656,21636.847,201.5152616496597,8499.994,175.287,175.287,719.447,2.077,11.088,25.712,0.509,0.954,2
9.3,12.34656,72768.278,372.8441114082816,9754.171,644.893,644.893,1074.845,4.521,22.721,89.298,1.768,0.978,3
7.148,10.80324,38982.402,280.4475676315932,9133.978,332.214,332.214,836.146,2.962,15.503,44.581,0.883,0.959,3
4.161,6.17328,14721.996,162.0494228179585,7761.807,113.751,113.751,651.282,1.66,8.995,17.685,0.35,0.966,1
3.144,4.6299600000000005,8375.402,145.21875905537163,7046.017,60.315,60.315,584.689,1.392,7.546,12.276,0.243,0.986,1
2.088,3.08664,6504.985,145.3176145042046,6784.508,30.292,30.292,589.5,1.324,7.135,2.045,0.241,0.989,0
1.138,1.54332,6516.063,145.7970215431424,6728.456,10.079,10.079,634.274,1.317,7.119,0.0,0.281,0.957,0
4.161,6.17328,14720.297,162.04879449942777,7739.333,113.754,113.754,646.699,1.662,9.004,17.502,0.346,0.976,1
9.3,13.88988,72763.027,372.84212173293423,9741.35,644.766,644.766,1067.667,4.535,22.861,88.924,1.76,0.987,3
8.206,12.34656,50994.655,323.3253855246031,9312.319,437.956,437.956,927.407,3.579,18.44,60.563,1.199,0.968,3
9.3,13.88988,72766.716,372.8426453317099,9740.038,644.92,644.92,1056.0,4.536,22.738,87.835,1.739,0.993,3
3.144,4.6299600000000005,8380.489,145.22158648875984,7142.906,60.376,60.376,596.121,1.387,7.486,12.678,0.251,0.95,1
8.206,12.34656,50993.827,323.32035897635734,9303.16,437.959,437.959,919.458,3.592,18.536,60.168,1.191,0.983,3
1.138,1.54332,996.099,143.72828278075352,6667.409,8.703,8.703,455.204,1.127,5.995,0.0,0.078,0.987,0
2.088,3.08664,3367.034,141.26956765029902,6814.421,23.154,23.154,527.731,1.213,6.543,19.025,0.169,0.962,0
2.088,3.08664,3242.44,144.48299805590088,6769.24,28.71,28.71,510.866,1.217,6.597,1.627,0.136,0.98,0
4.161,6.17328,14724.421,162.0505747352648,7802.806,113.798,113.798,647.965,1.656,8.904,17.486,0.346,0.956,1
4.161,6.17328,14716.197,162.04774730187654,7693.238,113.706,113.706,635.989,1.666,9.016,17.065,0.338,0.998,1
5.14,7.7166,21626.009,201.51672772623144,8473.672,175.248,175.248,683.626,2.086,10.984,23.895,0.473,0.996,2
2.088,3.08664,5598.474,141.02672253817653,6718.893,22.76,22.76,583.522,1.286,7.006,23.003,0.244,0.996,0
5.14,7.7166,21627.07,201.51609940770075,8474.689,175.269,175.269,688.375,2.086,11.011,24.151,0.478,0.992,2
5.14,7.7166,21636.398,201.5163088472109,8501.496,175.298,175.298,710.03,2.077,11.017,25.204,0.499,0.959,2
3.144,4.6299600000000005,8377.509,145.21991097267795,7091.269,60.334,60.334,580.714,1.39,7.47,12.091,0.239,0.977,1
8.206,12.34656,50994.106,323.3230816899905,9309.664,438.061,438.061,919.558,3.582,18.404,59.995,1.188,0.975,3
2.088,3.08664,6467.948,145.4135377998942,6759.326,30.463,30.463,592.22,1.324,7.178,1.731,0.242,0.993,0
6.175,9.25992,29761.804,241.5706727026848,8787.064,246.022,246.022,764.367,2.516,13.305,33.79,0.669,0.998,2
3.144,4.6299600000000005,8380.985,145.22200536778033,7159.218,60.374,60.374,587.501,1.387,7.423,12.326,0.244,0.953,1
6.175,12.34656,29793.763,241.62502225559183,8831.094,246.301,246.301,787.129,2.501,13.244,34.947,0.692,0.956,2
6.175,9.25992,29797.513,241.6125606047326,8844.425,246.331,246.331,771.453,2.496,13.056,33.927,0.672,0.957,2
8.206,12.34656,50993.542,323.3205684158676,9309.803,437.957,437.957,909.042,3.58,18.28,59.128,1.171,0.98,3
1.138,1.54332,5549.954,147.3241497320524,6742.998,10.98,10.98,612.011,1.291,6.99,0.0,0.251,0.951,0
1.138,12.34656,1204.907,145.24609091145788,6704.743,9.716,9.716,483.205,1.136,6.14,0.0,0.1,0.955,0
9.3,13.88988,72772.304,372.8464152428941,9774.74,645.108,645.108,1090.214,4.497,22.535,90.237,1.786,0.962,3
1.138,1.54332,2462.406,138.78645281690166,6624.098,6.199,6.199,543.223,1.176,6.418,26.647,0.19,0.97,0
7.148,10.80324,38997.489,280.446520434042,9123.979,332.253,332.253,810.569,2.977,15.477,43.027,0.852,0.987,3
3.144,4.6299600000000005,8376.408,145.21928265414724,7071.245,60.327,60.327,576.775,1.391,7.474,11.942,0.236,0.986,1
3.144,4.6299600000000005,8375.908,145.21896849488186,7063.431,60.322,60.322,571.422,1.391,7.456,11.729,0.232,0.993,1
8.206,12.34656,50992.971,323.3169032244385,9300.318,438.107,438.107,900.595,3.594,18.379,58.695,1.162,0.996,3
2.088,3.08664,5673.887,141.12746294260162,6740.349,22.919,22.919,575.014,1.288,6.948,22.137,0.238,0.999,0
5.14,7.7166,21638.725,201.51735604476207,8510.056,175.325,175.325,708.88,2.074,10.965,25.105,0.497,0.954,2
8.206,12.34656,50993.548,323.3189976195408,9304.088,437.968,437.968,925.277,3.592,18.583,60.619,1.2,0.979,3
3.144,4.6299600000000005,8379.018,145.2207487307189,7115.071,60.359,60.359,590.615,1.389,7.492,12.475,0.247,0.962,1
7.148,10.80324,38988.091,280.4469393130624,9127.952,332.254,332.254,841.683,2.97,15.653,45.087,0.893,0.963,3
8.206,12.34656,50994.422,323.3246524863173,9312.999,438.109,438.109,923.61,3.577,18.382,60.233,1.192,0.969,3
3.144,4.6299600000000005,8378.018,145.2202251319433,7096.256,60.334,60.334,589.508,1.39,7.509,12.441,0.246,0.968,1
6.175,9.25992,29796.865,241.61402668130432,8841.085,246.285,246.285,768.294,2.497,13.051,33.752,0.668,0.961,2
2.088,3.08664,3159.738,144.2720924690899,6795.935,28.339,28.339,507.092,1.213,6.545,2.766,0.133,0.974,0
7.148,10.80324,38979.685,280.44767235134816,9135.941,332.115,332.115,842.318,2.959,15.517,44.96,0.89,0.953,3
6.175,9.25992,29792.81,241.63015352359272,8828.175,246.213,246.213,795.425,2.502,13.32,35.462,0.702,0.953,2
8.206,12.34656,50992.829,323.31627490590773,9299.668,437.967,437.967,898.285,3.595,18.366,58.522,1.159,0.998,3
4.161,6.17328,14724.147,162.0505747352648,7801.874,113.775,113.775,643.959,1.656,8.88,17.305,0.343,0.959,1
8.206,12.34656,50996.595,323.33397254452296,9325.39,438.082,438.082,932.683,3.559,18.23,60.619,1.2,0.95,3
8.206,12.34656,50993.256,323.3169032244385,9301.206,438.037,438.037,920.253,3.595,18.585,60.287,1.193,0.985,3
9.3,13.88988,72770.613,372.8446350070572,9749.072,645.092,645.092,1057.905,4.525,22.598,87.797,1.738,0.988,3
5.14,7.7166,21634.835,201.5133766940676,8489.895,175.314,175.314,728.771,2.08,11.204,26.252,0.52,0.955,2
2.088,3.08664,2854.309,143.3408196868108,6766.283,26.691,26.691,503.964,1.201,6.516,7.462,0.132,0.978,0
4.161,6.17328,14719.361,162.04879449942777,7733.113,113.748,113.748,636.513,1.663,8.949,17.043,0.337,0.985,1
5.14,7.7166,21637.632,201.51725132500704,8507.102,175.305,175.305,707.287,2.075,10.969,25.033,0.496,0.957,2
9.3,13.88988,72760.421,372.8408650958728,9734.973,644.706,644.706,1065.14,4.543,22.942,88.833,1.758,0.991,3
8.206,12.34656,50993.587,323.3189976195408,9305.326,438.101,438.101,928.339,3.59,18.593,60.834,1.204,0.976,3
2.088,3.08664,6523.256,142.16984338506276,6790.836,24.74,24.74,589.695,1.314,7.032,18.222,0.256,0.99,0
9.3,13.88988,72774.209,372.8472530009351,9781.98,644.799,644.799,1094.254,4.488,22.449,90.421,1.79,0.957,3
7.148,10.80324,38982.919,280.4480912303687,9134.536,332.133,332.133,828.362,2.962,15.432,44.036,0.872,0.963,3
1.138,1.54332,788.275,143.68859399356316,6748.85,8.843,8.843,462.434,1.117,5.946,0.0,0.081,0.95,0
1.138,1.54332,1322.131,144.96376645165526,6679.604,9.411,9.411,466.056,1.141,6.08,0.0,0.09,0.984,0
2.088,3.08664,2839.893,143.01503652863352,6813.633,26.141,26.141,502.528,1.199,6.448,8.866,0.132,0.967,0
1.138,1.54332,958.278,143.3883624556351,6655.953,8.616,8.616,471.146,1.125,6.078,1.78,0.091,0.972,0
9.3,12.34656,72768.956,372.8463105231391,9782.41,644.767,644.767,1106.255,4.49,22.605,91.547,1.812,0.952,3
1.138,1.54332,385.162,140.1078066870015,6656.45,6.881,6.881,463.991,1.099,5.933,13.67,0.091,0.964,0
6.175,9.25992,29760.66,241.56973022488867,8779.002,246.017,246.017,773.186,2.519,13.416,34.375,0.681,0.998,2
1.138,12.34656,4537.263,145.59218970212837,6650.532,9.899,9.899,581.876,1.258,6.862,3.813,0.22,0.978,0
9.3,13.88988,72776.174,372.8457869243635,9764.46,645.063,645.063,1066.481,4.506,22.42,88.23,1.747,0.977,3
4.161,12.34656,14719.282,162.04837562040728,7722.419,113.745,113.745,647.098,1.664,9.037,17.541,0.347,0.981,1
4.161,6.17328,14724.519,162.05088889453015,7811.678,113.798,113.798,638.33,1.655,8.828,17.037,0.337,0.96,1
2.088,3.08664,2866.99,142.76758374728576,6858.143,25.715,25.715,500.111,1.198,6.386,10.104,0.132,0.959,0
4.161,6.17328,14719.77,162.0491086586931,7744.392,113.754,113.754,628.762,1.661,8.88,16.672,0.33,0.987,1
2.088,3.08664,5037.169,146.07191090033152,6780.809,31.612,31.612,553.855,1.281,6.918,0.0,0.19,0.986,0
5.14,7.7166,21623.167,201.5127483755369,8455.985,175.229,175.229,708.334,2.091,11.249,25.316,0.501,0.992,2
6.175,9.25992,29763.288,241.5655414346839,8806.421,245.946,245.946,754.976,2.509,13.13,33.107,0.655,0.991,2
4.161,6.17328,14725.068,162.0506794550199,7806.748,113.794,113.794,655.19,1.656,8.943,17.809,0.353,0.95,1
7.148,10.80324,38985.359,280.4486148291443,9133.647,332.116,332.116,817.039,2.964,15.358,43.275,0.857,0.971,3
6.175,9.25992,29763.509,241.5783172448085,8808.992,245.935,245.935,786.299,2.507,13.348,35.0,0.693,0.97,2
4.161,6.17328,14720.665,162.0494228179585,7756.11,113.739,113.739,644.984,1.661,8.964,17.404,0.345,0.972,1
3.144,4.6299600000000005,8380.092,145.22148176900473,7143.653,60.372,60.372,580.626,1.388,7.406,12.059,0.239,0.963,1
3.144,4.6299600000000005,8377.937,145.2202251319433,7097.131,60.343,60.343,585.757,1.39,7.489,12.29,0.243,0.971,1
8.206,12.34656,50994.113,323.3253855246031,9322.102,438.09,438.09,919.616,3.562,18.145,59.645,1.181,0.96,3
3.144,4.6299600000000005,8377.25,145.21970153316772,7088.333,60.338,60.338,573.744,1.39,7.437,11.81,0.234,0.984,1
5.14,7.7166,21628.614,201.51620412745584,8479.36,175.284,175.284,692.31,2.084,11.013,24.345,0.482,0.986,2
2.088,3.08664,4874.939,140.83477122704218,6847.831,22.46,22.46,572.717,1.26,6.784,23.265,0.226,0.952,0
8.206,12.34656,50996.999,323.3317734296654,9315.73,438.065,438.065,943.198,3.578,18.57,61.777,1.223,0.957,3
5.14,7.7166,21637.129,201.51505221014952,8500.064,175.328,175.328,720.962,2.077,11.098,25.793,0.511,0.953,2
3.144,4.6299600000000005,8378.078,145.2203298516984,7095.096,60.338,60.338,594.561,1.39,7.536,12.643,0.25,0.964,1
9.3,13.88988,72771.581,372.84442556754686,9748.84,644.812,644.812,1055.978,4.525,22.578,87.617,1.734,0.989,3
5.14,7.7166,21628.536,201.5142144521085,8474.201,175.248,175.248,706.728,2.085,11.139,25.147,0.498,0.98,2
3.144,4.6299600000000005,8375.399,145.21865433561652,7051.201,60.309,60.309,574.101,1.392,7.485,11.845,0.234,0.994,1
5.14,7.7166,21632.008,201.5131672545573,8481.22,175.246,175.246,723.926,2.083,11.218,26.035,0.515,0.964,2
9.3,13.88988,72774.383,372.8446350070572,9750.076,645.087,645.087,1050.444,4.523,22.485,87.053,1.723,0.991,3
9.3,13.88988,72765.491,372.8420170131792,9735.804,645.032,645.032,1053.687,4.541,22.785,87.713,1.736,0.996,3
1.138,1.54332,5444.614,143.65456007314927,6638.675,8.789,8.789,605.16,1.282,6.979,7.439,0.255,0.984,0
6.175,9.25992,29792.91,241.62565057412257,8826.06,246.287,246.287,762.625,2.503,13.089,33.489,0.663,0.974,2
9.3,13.88988,72773.336,372.8441114082816,9745.744,644.806,644.806,1046.189,4.528,22.511,86.75,1.717,0.995,3
3.144,4.6299600000000005,8379.543,145.22106288998427,7120.105,60.364,60.364,600.92,1.389,7.538,12.881,0.255,0.952,1
2.088,3.08664,6940.633,143.33422234223823,6821.846,26.826,26.826,635.182,1.329,7.263,14.08,0.29,0.952,0
6.175,9.25992,29762.84,241.56616975321447,8797.258,245.971,245.971,753.637,2.513,13.171,33.075,0.655,0.998,2
6.175,9.25992,29761.027,241.5651225556634,8801.543,245.921,245.921,784.312,2.51,13.373,34.921,0.691,0.976,2
3.144,4.6299600000000005,8377.309,145.21980625292284,7090.865,60.337,60.337,572.968,1.39,7.43,11.777,0.233,0.984,1
2.088,3.08664,3958.789,140.84252048892102,6804.112,22.445,22.445,550.131,1.232,6.676,22.383,0.196,0.961,0
9.3,13.88988,72773.128,372.8441114082816,9748.376,644.804,644.804,1052.137,4.525,22.538,87.259,1.727,0.991,3
5.14,7.7166,21623.253,201.5147380508841,8461.152,175.24,175.24,692.353,2.09,11.111,24.427,0.484,0.999,2
7.148,10.80324,38998.202,280.44526379698044,9121.798,332.291,332.291,824.516,2.979,15.627,44.04,0.872,0.981,3
8.206,12.34656,50997.36,323.33460086305365,9319.745,438.027,438.027,939.032,3.57,18.432,61.314,1.214,0.954,3
4.161,12.34656,14719.668,162.04931809820337,7747.369,113.749,113.749,621.958,1.661,8.831,16.352,0.324,0.991,1
7.148,10.80324,38987.641,280.4470440328176,9127.91,332.167,332.167,845.137,2.97,15.68,45.323,0.897,0.961,3
1.138,1.54332,3295.188,142.59259703648084,6597.162,8.153,8.153,540.145,1.212,6.58,12.78,0.184,1.0,0
5.14,7.7166,21626.441,201.51358613357783,8466.894,175.242,175.242,708.534,2.088,11.191,25.277,0.5,0.984,2
2.088,3.08664,5247.769,146.00468081754468,6832.219,31.51,31.51,553.512,1.285,6.872,0.0,0.193,0.977,0
3.144,4.6299600000000005,8380.353,145.22158648875984,7140.562,60.362,60.362,595.658,1.388,7.487,12.661,0.251,0.951,1
5.14,7.7166,21631.775,201.5153663694149,8486.204,175.255,175.255,704.603,2.082,11.061,24.98,0.494,0.973,2
3.144,4.6299600000000005,8378.486,145.22053929120867,7113.325,60.346,60.346,577.324,1.389,7.426,11.942,0.236,0.974,1
9.3,13.88988,72781.86,372.8487190775068,9789.337,645.18,645.18,1085.673,4.476,22.184,89.396,1.77,0.957,3
5.14,7.7166,21628.557,201.5152616496597,8476.779,175.264,175.264,699.462,2.085,11.076,24.744,0.49,0.983,2
7.148,10.80324,38994.988,280.4467298735521,9124.794,332.35,332.35,820.1,2.975,15.538,43.671,0.865,0.98,3
9.3,13.88988,72760.085,372.8424358921996,9758.301,644.753,644.753,1096.067,4.519,22.922,91.222,1.806,0.967,3
4.161,12.34656,14718.503,162.04900393893797,7733.977,113.742,113.742,618.099,1.662,8.829,16.187,0.32,0.998,1
9.3,13.88988,72767.532,372.8458916441186,9770.783,645.055,645.055,1094.613,4.503,22.67,90.76,1.797,0.962,3
9.3,13.88988,72770.943,372.84390196877126,9752.881,644.909,644.909,1065.035,4.521,22.619,88.388,1.75,0.983,3
7.148,10.80324,38985.741,280.4480912303687,9132.61,332.158,332.158,822.337,2.965,15.418,43.662,0.864,0.969,3
4.161,12.34656,14722.38,162.04994641673406,7776.581,113.767,113.767,638.927,1.659,8.89,17.104,0.339,0.97,1
5.14,7.7166,21640.355,201.51819380280315,8516.768,175.338,175.338,708.176,2.072,10.926,25.038,0.496,0.95,2
9.3,13.88988,72772.806,372.8435878095059,9743.804,644.802,644.802,1045.978,4.53,22.544,86.777,1.718,0.996,3
3.144,4.6299600000000005,8376.893,145.21959681341258,7076.64,60.333,60.333,582.997,1.391,7.499,12.191,0.241,0.979,1
2.088,3.08664,6819.306,144.72458653096194,6767.103,29.231,29.231,600.91,1.332,7.202,5.724,0.257,0.992,0
9.3,13.88988,72761.026,372.8417028539138,9747.097,645.033,645.033,1081.913,4.53,22.939,90.15,1.785,0.978,3
4.161,6.17328,14719.115,162.04837562040728,7721.915,113.746,113.746,644.419,1.664,9.02,17.419,0.345,0.983,1
7.148,10.80324,38989.583,280.4481959501238,9129.725,332.286,332.286,816.717,2.969,15.425,43.334,0.858,0.976,3
3.144,12.34656,8377.536,145.21991097267795,7083.181,60.328,60.328,594.822,1.39,7.552,12.661,0.251,0.967,1
5.14,7.7166,21626.308,201.51505221014952,8470.306,175.229,175.229,697.363,2.087,11.096,24.659,0.488,0.989,2
1.138,1.54332,2721.224,147.83476325801584,6692.069,11.162,11.162,525.186,1.199,6.491,0.0,0.15,0.968,0
1.138,1.54332,3051.769,140.17723588464588,6613.907,6.809,6.809,533.944,1.198,6.453,21.436,0.186,0.997,0
1.138,1.54332,963.097,139.17423007010976,6631.423,6.236,6.236,466.302,1.121,5.971,19.027,0.108,0.994,0
2.088,3.08664,4244.729,140.77434792833816,6753.133,22.285,22.285,531.954,1.243,6.65,21.97,0.188,1.0,0
6.175,9.25992,29766.981,241.5878467425244,8810.953,245.96,245.96,774.353,2.507,13.25,34.268,0.678,0.976,2
5.14,7.7166,21636.611,201.51515692990463,8499.018,175.317,175.317,718.91,2.077,11.09,25.688,0.508,0.955,2
3.144,4.6299600000000005,8377.288,145.21980625292284,7078.37,60.337,60.337,595.182,1.391,7.56,12.678,0.251,0.968,1
8.206,12.34656,50992.909,323.3151229886014,9305.17,437.961,437.961,932.887,3.591,18.649,61.21,1.212,0.974,3
7.148,10.80324,38988.569,280.4481959501238,9130.709,332.286,332.286,816.381,2.968,15.405,43.291,0.857,0.975,3
6.175,9.25992,29761.628,241.5710915817052,8787.073,245.994,245.994,767.544,2.516,13.329,33.985,0.673,0.996,2
1.138,1.54332,3867.124,144.04893467092992,6609.672,8.978,8.978,557.776,1.234,6.721,7.39,0.198,0.994,0
7.148,10.80324,39003.535,280.44442603893947,9120.257,332.355,332.355,803.851,2.983,15.49,42.636,0.844,0.996,3
5.14,7.7166,21630.768,201.5159946879456,8485.071,175.256,175.256,698.244,2.082,11.024,24.642,0.488,0.978,2
1.138,1.54332,1330.283,140.5323405742566,6626.249,7.03,7.03,485.799,1.137,6.128,15.651,0.122,0.985,0
2.088,3.08664,3586.33,141.0520647189155,6803.042,22.789,22.789,537.96,1.22,6.608,20.576,0.181,0.962,0
4.161,6.17328,14723.657,162.04994641673406,7784.409,113.789,113.789,654.574,1.658,8.977,17.807,0.353,0.957,1
9.3,13.88988,72765.129,372.842750051465,9751.815,645.075,645.075,1079.461,4.524,22.823,89.8,1.778,0.977,3
2.088,3.08664,3808.991,140.96724171726856,6858.93,22.658,22.658,538.197,1.226,6.561,21.102,0.184,0.953,0
9.3,13.88988,72759.281,372.8403414970972,9735.388,645.045,645.045,1069.061,4.543,22.984,89.2,1.766,0.989,3
2.088,12.34656,2951.386,142.09098940945762,6848.986,24.556,24.556,506.833,1.2,6.411,13.829,0.142,0.959,0
1.138,1.54332,4142.887,148.2915508298478,6729.327,11.464,11.464,562.473,1.248,6.716,0.0,0.196,0.964,0
2.088,3.08664,6029.874,141.4665455096791,6754.135,23.507,23.507,581.696,1.299,6.991,20.959,0.247,0.997,0
9.3,13.88988,72768.023,372.8455774848532,9782.046,644.998,644.998,1109.216,4.492,22.653,91.838,1.818,0.951,3
1.138,1.54332,2046.004,146.0558887777982,6664.574,9.999,9.999,484.697,1.171,6.249,0.731,0.113,0.994,0
5.14,7.7166,21634.106,201.5163088472109,8495.562,175.32,175.32,703.927,2.079,11.007,24.903,0.493,0.967,2
4.161,6.17328,14718.484,162.0484803401624,7721.919,113.743,113.743,632.991,1.664,8.946,16.893,0.334,0.991,1
1.138,1.54332,5670.003,146.73803326264763,6711.882,10.515,10.515,595.007,1.295,6.94,0.0,0.241,0.976,0
1.138,12.34656,1341.723,145.72832538378393,6714.114,10.018,10.018,490.661,1.142,6.185,0.0,0.107,0.95,0
4.161,6.17328,14719.445,162.0491086586931,7741.937,113.749,113.749,627.035,1.662,8.873,16.594,0.328,0.989,1
3.144,4.6299600000000005,8376.783,145.21938737390235,7079.149,60.329,60.329,573.224,1.391,7.446,11.794,0.233,0.987,1
5.14,7.7166,21632.72,201.5147380508841,8487.45,175.269,175.269,714.026,2.081,11.118,25.48,0.504,0.966,2
6.175,12.34656,29761.798,241.5651225556634,8799.314,245.936,245.936,771.953,2.511,13.294,34.184,0.677,0.985,2
9.3,13.88988,72779.241,372.8476718799556,9780.529,645.145,645.145,1081.316,4.487,22.301,89.224,1.766,0.963,3
4.161,6.17328,14722.079,162.0500511364892,7777.463,113.78,113.78,632.837,1.658,8.85,16.823,0.333,0.974,1
4.161,12.34656,14718.689,162.0484803401624,7722.164,113.737,113.737,634.297,1.664,8.954,16.953,0.336,0.99,1
4.161,6.17328,14720.663,162.0494228179585,7755.749,113.766,113.766,632.269,1.66,8.883,16.821,0.333,0.981,1
7.148,12.34656,38989.008,280.4480912303687,9126.889,332.282,332.282,847.241,2.971,15.715,45.488,0.901,0.961,3
1.138,1.54332,4522.758,144.9463829723054,6638.219,9.484,9.484,572.702,1.257,6.815,4.683,0.214,0.989,0
