,state1_feature1,state1_feature3,state1_feature4,state1_feature5,state2_feature1,state2_feature3,state2_feature4,state2_feature5,collision,state1_feature2_A,state1_feature2_B,state1_feature2_C,state1_feature2_D,state1_feature6_A,state1_feature6_B,state1_feature6_C,state1_feature6_D,state2_feature2_A,state2_feature2_B,state2_feature2_C,state2_feature2_D,state2_feature6_A,state2_feature6_B,state2_feature6_C,state2_feature6_D
855,0,3,3.2062696306805027,1,0,3,6.830852084889305,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
856,0,1,8.320181650893499,1,1,1,58.71863358886821,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
857,0,5,29.33961447857848,0,1,5,59.75532858952937,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
858,1,4,87.78047986089848,0,1,5,30.21565544238195,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
859,0,5,76.48861601652962,0,0,2,7.912272707673152,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
860,1,1,2.2156629416243523,0,1,5,94.93347747124372,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
861,0,3,50.17128166884919,0,0,1,53.55774040166131,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
862,1,3,27.468749398741675,1,1,3,57.97581251238626,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
863,1,4,64.8645659062063,0,1,3,61.50208890304737,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
864,1,5,72.15538825934613,0,0,1,89.1047926926155,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
865,0,2,86.28625771292825,1,0,2,6.025564454675758,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
866,0,5,47.541623710401424,1,1,3,89.32877678525328,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
867,1,1,99.44500885455845,0,1,1,23.96765086112741,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
868,0,2,97.99861072871093,1,0,1,7.795024959634745,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
869,1,3,88.21667244710332,1,0,5,65.72658521313313,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
870,0,4,57.48694951580708,1,1,5,97.69756442566836,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
871,1,4,39.800643750381504,0,0,2,5.724206630659589,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
872,1,3,36.438631013978494,1,0,2,42.61218180373659,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
873,0,1,1.2124750087744829,0,1,2,52.978452534378576,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
874,1,3,24.91744972423665,1,1,1,25.21189641034901,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
875,0,1,71.88082349491646,0,1,1,98.2872149152968,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
876,1,2,60.363209989306654,0,0,5,64.09632146038274,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
877,1,3,91.64221891675336,0,1,3,84.43506728467113,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
878,0,1,5.002226691655787,1,1,2,41.57776819717136,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
879,0,2,15.52766031773306,1,0,4,35.395588714481775,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
880,0,3,78.92437893521301,1,1,2,55.315789488109225,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
881,1,4,35.85076311953338,0,0,5,43.527844262663976,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
882,0,3,11.834533371787792,1,0,1,71.49480551367945,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
883,1,5,99.64505051000891,1,1,5,26.58180902117947,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
884,1,3,78.72503026693629,0,1,5,44.95910310923996,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
885,0,5,40.87410367581226,1,0,5,89.51327472940598,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
886,0,2,82.33474769461402,0,1,4,75.61079003433294,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
887,1,3,68.06038701191534,1,0,4,16.80701650178944,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
888,1,2,78.99747595698334,0,0,2,88.68648293915975,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
889,0,2,81.52063775656498,0,1,1,58.90165904451881,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
890,0,1,8.47286832903179,1,1,5,67.92871832724832,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
891,0,2,62.297288768809565,0,0,3,29.425656584926607,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
892,0,2,0.6785552976827591,1,0,2,44.15442636356575,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
893,0,3,4.345624630117062,1,1,2,80.6812478906251,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
894,1,3,90.39800090558408,1,0,5,33.067621876318206,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
895,1,4,52.75637213568055,1,0,2,16.50616155101933,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
896,1,1,73.59019858685248,0,0,5,37.83049129834806,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
897,1,2,83.85009904431459,0,1,2,6.921866740938809,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
898,0,1,94.9586767564585,0,0,1,71.78564584849323,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
899,0,5,86.93528479227959,1,0,2,14.77459087741978,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
900,0,2,48.33114486972939,1,1,2,28.512590706084474,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
901,1,1,33.597030738051146,0,0,3,88.10810055538921,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
902,1,4,15.449323620603817,0,0,1,54.049765795677104,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
903,0,4,40.03214824872799,1,1,1,32.133844059647565,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
904,0,2,36.649357916116344,1,1,1,54.76668900148858,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
905,1,5,55.957484195587334,1,1,2,21.827765963188938,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
906,1,4,66.55094087572134,0,1,4,2.517312970561014,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
907,0,4,97.83254764450474,1,1,2,60.3732478963803,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
908,0,5,72.83861861007324,0,0,5,71.41259327847293,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
909,1,1,64.37485324429232,1,0,3,87.97817654459796,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
910,0,4,33.50924342683426,0,1,1,77.18833610647236,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
911,0,3,3.450387649832598,1,0,5,92.6677700495515,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
912,0,4,28.812512885469175,0,1,5,98.59534755428703,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
913,1,1,76.84479004596177,0,0,4,74.49354477457982,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
914,1,1,20.527194080380173,0,0,1,86.7923300830334,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
915,1,2,71.21881936741144,1,0,2,67.37315032281847,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
916,1,3,57.97798425694158,0,1,1,17.093779120826913,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
917,1,1,17.185686975046487,0,1,3,18.170242632228494,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
918,1,5,26.162480629182994,1,1,1,11.025945631526312,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
919,1,3,49.63036034864765,0,0,5,94.29747199935235,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
920,0,3,41.83747051078475,0,1,5,67.27516978393801,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
921,0,5,77.85638475467596,1,0,2,78.99097504655246,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
922,0,4,73.4404642543247,0,0,2,33.11573368243642,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
923,0,5,57.45745034730171,1,1,2,46.04217100767578,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
924,0,5,82.22747114729252,0,0,3,3.9779531836692805,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
925,0,4,56.26695406843086,1,0,1,88.90074004350974,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
926,0,4,96.43892566572602,0,0,4,85.3003429411608,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
927,1,4,21.722409915108145,0,1,1,78.48113348642943,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
928,1,4,71.41319936021527,0,1,2,5.830206768119151,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
929,0,4,36.9944132054468,1,1,3,17.42497355774337,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
930,0,5,27.89661944201939,0,0,1,33.41706577544614,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
931,1,2,18.038747596771287,0,0,5,26.306267534167173,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
932,0,2,55.25034762615439,1,1,1,83.84598385310686,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
933,0,1,21.546943274921126,1,0,5,19.483575820061994,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
934,1,2,20.035085144840593,1,1,1,53.21244653389745,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
935,0,2,99.05319050838179,0,1,1,57.13810978193122,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
936,1,5,80.17474168457608,0,1,1,42.501184716253725,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
937,0,4,74.82768202543754,0,1,2,24.068793173045922,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
938,1,4,79.40606258827549,1,0,5,96.02942908811315,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
939,1,5,96.89228737187425,1,0,3,41.33992422690225,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
940,1,2,57.32766887532035,0,0,4,72.73099955366649,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
941,0,5,22.024387740286056,0,1,5,18.404648765622888,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
942,1,1,86.2209640753239,1,0,2,82.28111685362282,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
943,0,4,74.27307294540901,1,1,5,21.589182323366675,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
944,0,3,41.43083123341731,1,1,3,67.53066235730262,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
945,0,1,47.356949857464635,0,1,5,50.64960014725218,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
946,0,1,41.12523984788691,1,0,2,14.655714098142647,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
947,1,5,92.99421602290042,1,1,2,2.494919615607727,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
948,1,2,34.35316114982941,1,0,4,93.07482653818057,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
949,0,4,96.34842786561725,1,0,3,12.569051356453986,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
950,0,3,91.02717712539499,0,0,4,70.49514286869149,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
951,1,1,63.05211422481734,1,0,1,65.2684958946984,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
952,0,3,57.982177310007465,0,0,2,34.17200424485265,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
953,1,2,37.00892800699709,0,0,4,18.53828995547285,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
954,0,2,1.833838901064988,1,0,2,17.832824945541482,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
955,0,3,12.762318623775325,1,0,2,58.53278530502391,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
956,1,4,75.42313233495487,0,1,1,54.69212946240455,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
957,0,2,47.15401265881653,1,1,2,87.5935020350232,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
958,1,3,14.98381341879681,0,0,4,64.00030784119363,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
959,0,1,26.396085413187098,1,0,3,81.92749760805246,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
960,0,3,94.78368998469998,0,0,5,3.2413062452608776,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
961,0,3,36.713283531026505,0,0,4,67.09931470285952,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
962,1,5,90.76819452191535,0,0,1,23.3708638429621,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
963,0,2,30.46358322935767,1,1,5,25.283895996571015,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
964,0,4,54.32200943671609,0,0,2,72.0576529089341,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
965,0,4,2.047708336219789,0,0,4,79.34329588249409,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
966,0,5,52.187511037357694,1,0,5,37.17354751385527,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
967,1,4,63.694201061063026,1,1,4,79.00768168683062,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
968,1,3,23.43050993371779,0,1,2,44.37446753523556,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
969,0,5,57.8937176205357,0,0,4,85.76453483703807,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
970,1,1,64.71677720509855,1,1,1,2.490377217859263,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
971,0,2,68.68860783817566,0,1,5,8.349507081485063,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
972,0,2,77.64033220221032,1,1,5,77.63518072676816,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
973,0,2,31.13392429294165,1,1,5,62.40896278303323,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
974,1,3,56.77769564318782,1,1,4,55.902025363551836,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
975,1,1,98.15790297645944,0,1,2,61.397880733857335,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
976,1,5,89.81441706651572,1,1,4,93.01906274221507,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
977,1,5,95.26654280983665,0,1,4,65.55370314380662,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
978,1,2,38.61363985285714,0,0,5,64.7476116659836,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
979,1,1,78.69281058966618,1,0,2,75.94708797062277,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
980,1,1,61.989795176034775,1,1,3,86.66207056398267,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
981,1,1,8.273508306224109,1,1,2,26.191247823835496,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
982,1,4,82.39803891570654,1,0,4,61.6748859233304,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
983,0,4,67.71012763573646,0,0,1,58.397496355247526,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
984,1,2,19.89173595152668,0,1,2,13.484948149834253,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
985,1,1,7.973855742946134,1,0,5,52.0316973910712,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
986,1,1,83.70221306483306,0,1,1,6.955051474046536,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
987,1,5,7.890182949120106,1,0,3,18.495958740233963,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
988,1,5,9.135386536643663,0,1,3,91.29630819181804,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
989,1,2,42.74082879043153,0,0,1,11.924318154234347,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
990,1,1,13.479782841947706,0,1,3,57.89162998467945,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
991,1,2,91.36695974427194,1,0,1,32.34806959930736,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
992,1,5,47.02839362632367,0,0,4,55.53132907266125,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
993,1,5,56.91509806545715,0,1,1,23.49735424524031,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
994,1,4,92.81060894780875,0,1,4,44.43794546776601,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
995,0,2,53.02632256383486,0,0,5,86.73334331482606,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
996,0,2,35.35911459573185,1,0,5,37.62169778193564,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
997,1,1,79.71551058158319,0,1,3,35.30309380009356,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
998,1,1,44.28501974752107,1,0,1,44.61180792696653,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
999,0,4,31.84694256023054,1,0,4,10.049284424431526,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1000,1,3,72.32294586055346,0,0,5,38.734702458805494,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1001,0,3,80.1605676613043,0,0,5,0.6900250628165572,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1002,0,3,79.17161675842715,1,0,5,50.339714514895185,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1003,0,2,97.76744141287075,1,1,3,84.79410791514293,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1004,0,2,78.66669488749626,1,0,5,55.207310394763184,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1005,0,5,76.99334359486862,0,0,2,60.77251782060195,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1006,1,2,85.74852537362202,0,1,3,3.056337125976638,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
1007,0,2,0.01851952954428082,1,1,1,85.95149801160751,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1008,1,2,36.24314111877707,1,1,2,38.50035528002586,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1009,1,4,73.76030960344221,1,1,3,97.48526806067068,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1010,0,2,59.971901111027734,0,1,3,12.046536953026,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
1011,0,1,17.757200263161764,0,0,4,94.46718847852377,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1012,1,1,30.373308908854536,1,0,2,63.4290906336323,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1013,0,5,33.67926110821068,0,0,2,5.2340300290594115,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1014,0,4,56.7828111172316,1,1,2,97.16990778367312,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1015,1,1,83.15982964410765,0,1,5,1.3873068145264122,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1016,1,4,93.24917797776799,1,1,5,73.07001686909912,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
1017,0,4,75.0092412853639,0,0,1,88.95299483880946,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1018,1,5,84.29503901768098,0,0,1,17.581155423015737,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
1019,0,4,47.00959584515161,0,0,1,34.33571906978084,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1020,0,2,38.97753196222874,0,0,5,56.12293405388602,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1021,0,4,39.2708532144217,0,0,4,67.9809285844963,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1022,1,5,61.60385283399571,0,0,1,87.18758677945942,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1023,1,5,12.423670555580902,0,1,3,76.1070470878306,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
1024,1,5,57.94941827902612,1,0,5,36.33311438189377,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1025,1,1,66.51328601837255,1,0,4,82.17198117866684,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1026,1,2,43.89087402062388,1,0,3,96.60767210870132,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
1027,0,1,95.31671767711674,0,0,3,22.698618124163605,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
1028,0,3,60.821327237957526,0,0,5,7.40955934544294,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1029,0,2,21.99994722366252,0,1,2,42.66197319418959,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1030,0,4,47.921625743351626,1,0,4,88.13971039575509,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1031,1,5,67.5404437135294,1,0,5,15.029150487919473,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1032,0,3,32.3629124580479,1,1,2,88.57981878820101,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
1033,1,2,7.964160628902317,1,1,5,99.22130237361667,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1034,0,1,58.3435634710885,1,0,5,5.400223088315636,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1035,1,5,94.787016861968,1,0,3,49.52563738554839,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1036,1,1,48.50719855631738,0,0,5,32.88854947132502,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
1037,0,2,90.61090806470379,1,0,2,39.367985493131094,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1038,0,2,83.5023588371694,0,0,3,45.16347523463086,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1039,0,3,14.741278363398337,1,1,2,73.97039564511898,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1040,0,4,70.81699218355708,1,1,2,59.12997031711763,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1041,1,1,43.546552507197845,0,0,3,96.12010882167803,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
1042,0,3,25.02463252629369,0,0,2,33.276459923953404,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1043,0,5,68.6938355666703,0,1,1,54.150408248274275,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1044,1,4,74.26607186564213,1,1,5,81.3328530933697,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1045,0,3,17.98963187348388,1,0,3,37.30284169936802,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1046,0,1,91.44446820562084,0,0,3,46.529920061090955,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1047,0,2,75.1147243951441,1,0,1,68.49745526852267,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1048,0,5,93.33754991419687,0,0,1,86.07442186043063,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1049,0,1,31.7073218763691,1,0,1,41.568147042382876,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1050,1,4,93.93350157429869,1,0,1,53.195047214674005,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
1051,0,4,36.85176578383809,1,1,4,97.5122285290839,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1052,0,2,5.396976142739174,0,1,3,4.2469161947004,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1053,0,2,76.29693887090234,1,1,2,44.82287166595446,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1054,0,5,70.35081440883408,0,1,3,63.59818511292005,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1055,0,5,59.791099226333245,0,0,3,0.8427457562125151,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1056,1,2,48.9893744384174,0,1,3,59.67865015664145,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1057,0,2,3.216527032263139,0,1,1,5.619995466300898,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
1058,1,4,62.45972515201543,0,0,1,85.75583966481834,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1059,1,2,41.683461522279366,0,1,4,80.7086095508566,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1060,0,3,56.0209402740945,0,0,3,3.2255136798596262,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1061,0,1,42.93213419676363,0,0,5,4.88040245573761,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1062,0,2,96.6056132765199,0,1,4,75.36139315616023,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
1063,0,5,60.41089011508471,1,1,1,36.954489257831035,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1064,1,3,74.92363306024671,0,1,3,57.502578793832484,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1065,0,5,93.63469474710833,1,0,1,27.032826976538395,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1066,0,3,59.15993229167397,0,1,2,17.29688761040997,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1067,0,2,1.2062517822400753,1,0,1,29.60771175475615,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
1068,0,1,3.429167831054236,1,1,1,24.671370022398808,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
