,Ритм магического ядра,Поток Энергий,Пламя Стихий,Печать Чародея,Эмульсия Истока,Дыхание Истока,Тип Вектора Мощи,Общая сила потоков,Общая сила ядра,Общее давление,Магическая производительность,Эффективность ядра,Магическая мощность
2118,162.04963225746872,7773.813,656.326,17.899,0.354,0.959,Ниже среднего,14950.625,2385870.5099454536,10.666,17.438644067796613,6739747.203235745,-300.83022093599993
9199,145.91556430593786,6773.325,574.654,0.0,0.217,0.989,Слабый,5894.945000000001,851012.9856964557,8.367,14.224147465437788,3921718.828094266,-292.94609009400006
729,143.88169722200382,6695.066,473.659,0.0,0.089,0.953,Слабый,832.712,117231.35373575539,7.178,17.340674157303372,1317206.2217500606,-167.594449122
501,280.44851010938913,9132.917,850.243,45.564,0.902,0.952,Сильный,39646.481,10932502.99571984,18.596,11.976984478935698,12120291.569534192,1916.265470856001
6193,145.38222659311342,6808.38,523.185,0.0,0.152,0.976,Слабый,3943.307,564465.2490549934,7.91,20.306842105263158,3713587.164835483,-255.87173080000008
643,201.5169371657417,8510.201,711.847,25.263,0.5,0.952,Выше среднего,21989.726,4360648.78232807,13.058,15.4332,8721297.56465614,-157.69493700000012
11027,145.2169788195346,7014.68,582.268,12.197,0.241,0.997,Ниже среднего,8494.4,1216019.9702767225,8.968,19.21145228215768,5045726.017745736,-332.25912681599993
1539,141.15416648015716,6708.17,664.837,18.615,0.331,0.956,Слабый,7268.638,1023876.7089054668,8.501999999999999,4.662598187311178,3093283.1084757303,-200.264210406
10260,146.6924801691706,6677.933,575.612,0.341,0.222,0.993,Слабый,5261.446,768763.6528136036,8.144,6.951891891891892,3462899.3369982145,-289.97637158400005
1211,241.6310960013888,8827.021,793.231,35.337,0.7,0.955,Выше среднего,30284.931,7198797.568825624,15.812000000000001,,10283996.52689375,633.4556004
8810,372.84400668852646,9749.321,1059.843,87.978,1.742,0.987,Сильный,74060.493,27132171.182845686,27.143,7.973524684270953,15575299.18647858,15312.302896358005
10876,201.5144238916188,8462.11,695.737,24.607,0.487,0.996,Выше среднего,21974.472,4357544.274972735,13.219,15.84517453798768,8947729.517397813,-259.19922273900016
672,280.4475676315932,9142.512,830.833,44.039,0.872,0.952,Сильный,39639.428,10930556.127468398,18.264,12.389036697247708,12535041.430583024,1510.3300832639995
4915,141.40172398126003,6764.741,526.753,18.261,0.165,0.971,Слабый,3229.063,449990.2005169348,7.792,18.70690909090909,2727213.3364662714,-269.02468295999995
6187,201.51463333112903,8479.755,706.871,25.131,0.497,0.976,Выше среднего,21980.622,4358791.343118054,13.193999999999999,15.52635814889336,8770203.909694273,-191.0110289220001
3377,145.22053929120867,7107.917,590.512,12.475,0.247,0.964,Ниже среднего,8499.267,1216741.7608739957,8.889,18.744777327935225,4926080.003538445,-319.43097950400005
4476,162.04921337844823,7755.025,649.9,17.63,0.349,0.969,Ниже среднего,14949.074,2385613.976719361,10.658999999999999,17.68848137535817,6835570.133866364,-320.2912251
5615,372.8457869243635,9771.988,1067.543,88.133,1.745,0.973,Сильный,74070.478,27135872.967585683,26.784,7.959816618911174,15550643.534433056,15495.683257439996
10482,280.4451590772253,9121.19,805.116,42.705,0.846,0.994,Сильный,39666.647,10937934.153471781,18.465,12.769787234042555,12929000.181408726,1079.6879912399997
1464,280.4475676315932,9132.416,844.39,45.176,0.894,0.956,Сильный,39647.343,10932660.325568337,18.559,12.084161073825504,12228926.538667044,1798.3793489399998
4745,145.21991097267795,7084.073,591.025,12.509,0.248,0.97,Ниже среднего,8498.128999999999,1216572.9788377937,8.922,18.6691935483871,4905536.204991104,-320.77980360000004
10855,143.3756913652656,6747.99,607.819,12.952,0.271,0.996,Слабый,7020.306,998843.3854763211,8.552999999999999,11.38981549815498,3685768.9500971255,-297.1059972030001
1192,201.513690853333,8491.718,726.778,26.138,0.517,0.955,Выше среднего,21985.733,4359788.802836339,13.26,14.925725338491295,8432860.353648625,-63.220683239999865
3793,201.5139002928432,8483.832,717.928,25.704,0.509,0.966,Выше среднего,21982.782000000003,4359189.799970444,13.245999999999999,,8564223.57558044,-121.84529140800001
1872,141.94836110298465,6670.755,676.714,15.689,0.338,0.958,Слабый,7266.496,1029209.0836329672,8.619,,3044997.2888549324,-172.71327949199986
3590,372.8451586058328,9767.313,1091.177,90.527,1.792,0.965,Сильный,74057.662,27131151.01431989,27.197000000000003,7.751049107142856,15140151.235669581,17310.269973247996
3158,372.84547276509807,9772.822,1089.945,90.264,1.787,0.963,Сильный,74061.856,27132796.498520453,27.067,7.772736429770565,15183433.96671542,17119.869785904993
9638,372.84107453538303,9734.032,1066.025,88.94,1.761,0.991,Сильный,74048.446,27127562.38417366,27.514,7.8874957410562185,15404635.084709633,15990.422123850001
505,142.32378142508867,6823.533,626.964,18.861,0.284,0.952,Слабый,6682.585999999999,943955.933407955,8.498,10.868450704225353,3323788.4979153345,-263.1509715519998
243,142.11434191484932,6682.857,464.304,2.849,0.079,0.951,Слабый,430.49600000000004,58902.1312934476,7.073,19.535696202531646,745596.5986512355,-151.81475883200002
5678,372.8441114082816,9755.227,1082.78,90.032,1.782,0.974,Сильный,74055.158,27130103.18022191,27.323,7.794545454545454,15224524.792492654,16884.57463308
506,145.22095817022915,7117.517,601.745,12.915,0.256,0.952,Ниже среднего,8500.125,1216866.675205991,8.934,18.08578125,4753385.4500234015,-307.05514752
11401,323.3165890651731,9298.408,901.362,58.811,1.164,0.998,Сильный,51869.051999999996,16486869.89353681,22.025,10.607010309278351,14163977.57176702,4239.402130199998
8851,201.51609940770075,8478.429,691.807,24.322,0.481,0.987,Выше среднего,21978.81,4358459.519527948,13.099,16.04282744282744,9061246.402345007,-278.4432554669999
10693,142.2006309930679,6762.845,594.478,17.972,0.26,0.995,Слабый,6622.125,934620.3306315955,8.403,11.871692307692307,3594693.57935229,-309.1944351600002
9799,323.3178457022345,9303.835,901.796,58.697,1.162,0.991,Сильный,51869.05,16486975.357864466,21.909,10.62526678141136,14188446.951690592,4220.877343368001
6690,162.04952753771357,7758.51,635.321,16.959,0.336,0.978,Ниже среднего,14948.544,2385535.956368508,10.558,18.372857142857143,7099809.3939538915,-357.1575443519999
7157,145.21970153316772,7082.022,580.182,12.074,0.239,0.98,Ниже среднего,8497.693000000001,1216511.1033117059,8.868,19.37221757322176,5090004.61636697,-330.2487717359999
1773,142.13381978930158,6711.923,665.591,14.318,0.33,0.957,Слабый,7404.246,1050107.4020145263,8.541,4.676727272727272,3182143.6424682615,-198.44987877
9309,162.04921337844823,7743.908,626.19,16.553,0.328,0.989,Ниже среднего,14947.083,2385302.031983607,10.525,18.820975609756097,7272262.292632948,-379.08608199999986
8109,139.86202942173568,6643.307,628.309,24.474,0.298,0.984,Слабый,6289.509,877791.8591285498,8.302,5.178926174496644,2945610.2655320466,-266.42710323600005
10023,280.4458921155112,9122.626,805.4,42.695,0.845,0.992,Сильный,39664.897000000004,10937409.704163278,18.439,12.784899408284025,12943680.123270152,1081.3182769999996
9750,162.04889921918286,7733.63,627.856,16.642,0.329,0.991,Ниже среднего,14946.543,2385207.9566878034,10.553999999999998,18.763768996960486,7249872.208777518,-375.504734304
797,241.6210429048973,8835.415,787.624,34.953,0.692,0.953,Выше среднего,30287.572,7199080.126910068,15.723,13.381387283236995,10403294.981083915,561.6854331840003
3618,147.82177800838102,6717.866,515.039,0.0,0.14,0.965,Слабый,2550.5550000000003,373727.6016359072,7.593999999999999,11.023714285714284,2669482.8688279083,-234.91689676000004
2381,241.63716974718577,8821.578,790.575,35.208,0.697,0.96,Выше среднего,30283.384,7198602.291902942,15.824,13.285394548063127,10327980.332715843,601.9255756000005
2829,162.04952753771357,7768.927,654.029,17.801,0.352,0.962,Ниже среднего,14950.141,2385786.9710866637,10.66,17.537727272727274,6777803.895132568,-307.58142272
7107,280.4454732364906,9122.274,825.171,44.075,0.873,0.98,Сильный,39662.241,10936669.818530785,18.601,12.374845360824743,12527685.93187948,1448.0187100830008
11118,162.0482709006521,7712.788,628.646,16.702,0.331,0.997,Ниже среднего,14945.189,2384980.2673585913,10.597999999999999,18.650392749244713,7205378.451234414,-376.59117605200015
10427,241.56973022488867,8795.168,762.013,33.601,0.665,0.994,Выше среднего,30254.347,7189667.1583262505,15.756,13.924691729323307,10811529.561392857,272.5574506200004
4633,323.3238147282763,9315.05,918.479,59.754,1.183,0.969,Сильный,51870.01,16487609.527225714,21.853,10.436652578191039,13937117.098246587,4717.465173421002
312,280.4490337081648,9135.923,845.771,45.195,0.895,0.951,Сильный,39643.9,10931814.712049613,18.503,12.070659217877095,12214318.114021914,1817.8280676349993
746,372.8446350070572,9778.133,1108.648,91.891,1.819,0.953,Сильный,74055.593,27130395.187225677,27.218,7.635997800989554,14915005.600453919,18449.631807215996
3569,241.6405207793496,8818.242,785.709,34.933,0.692,0.965,Выше среднего,30282.523,7198474.738624636,15.806999999999999,13.381387283236995,10402420.14252115,543.7391127959994
790,323.3353339013395,9319.998,940.736,61.45,1.217,0.953,Сильный,51873.594,16489300.157340238,22.02,10.145078060805258,13549137.35196404,5486.584938239999
2476,141.51733459091213,6828.077,520.163,17.282,0.159,0.96,Слабый,3236.493,451349.5847335369,7.699,19.412830188679244,2838676.633544257,-264.214921017
6120,139.07087167180666,6621.541,558.348,26.565,0.209,0.976,Слабый,3158.643,437515.15435817203,7.734999999999999,,2093373.9442974739,-287.19488798000003
6857,372.8441114082816,9750.405,1076.37,89.537,1.772,0.979,Сильный,74054.25,27129680.37499958,27.333,,15310203.371895924,16485.506448119995
11127,162.04837562040728,7714.726,627.791,16.66,0.33,0.997,Ниже среднего,14945.28,2384996.230899533,10.589,18.70690909090909,7227261.30575616,-378.12228332999985
2570,241.6123511652224,8843.193,767.764,33.709,0.667,0.96,Выше среднего,30289.853000000003,7199380.489797358,15.533,13.88293853073463,10793673.897747163,329.0912714040001
5753,145.2201204121882,7095.469,582.832,12.174,0.241,0.974,Ниже среднего,8498.52,1216630.0622733245,8.866,19.21145228215768,5048257.519806325,-327.27498460799995
7589,145.21928265414724,7067.444,582.468,12.175,0.241,0.982,Ниже среднего,8497.028,1216412.4757156766,8.899000000000001,,5047354.671019405,-329.2737855880001
10310,241.57056798292965,8782.033,776.3,34.547,0.684,0.994,Выше среднего,30252.605000000003,7189319.106962862,15.940000000000001,13.537894736842103,10510700.448776115,439.38928799999957
8282,145.21907321463698,7058.298,581.942,12.159,0.241,0.985,Ниже среднего,8496.57,1216344.5014725279,8.909,19.21145228215768,5047072.620217958,-330.773156002
7474,201.51683244598647,8486.745,692.052,24.299,0.481,0.981,Выше среднего,21981.196,4358948.132421074,13.055,16.04282744282744,9062262.229565643,-275.9694883399998
4355,372.84599636387367,9769.526,1081.636,89.553,1.773,0.968,Сильный,74063.402,27133433.39264114,27.022,7.834111675126904,15303684.936627828,16559.422833815996
2163,162.0500511364892,7783.789,651.859,17.685,0.35,0.959,Ниже среднего,14950.935000000001,2385926.9126527295,10.619,,6816934.036150657,-312.72264764999983
9205,323.3148088293361,9299.016,917.636,60.132,1.19,0.989,Сильный,51868.776,16486735.789857598,22.197,,13854399.823409747,4797.811407479999
8596,145.07550243036795,6801.958,590.866,3.413,0.245,0.986,Слабый,6693.973,962464.3955641224,8.445,12.598530612244899,3928426.1043433566,-300.28587435000003
380,145.22179592827013,7150.941,592.421,12.527,0.248,0.951,Ниже среднего,8501.498000000001,1217068.1471130338,8.845,18.6691935483871,4907532.851262233,-314.94915123999994
10858,201.51410973235343,8460.334,697.636,24.718,0.489,0.996,Выше среднего,21974.084,4357466.145603591,13.241999999999999,15.780368098159508,8910973.712890778,-248.4198670320002
1292,241.61999570734608,8836.324,783.266,34.686,0.687,0.955,Выше среднего,30287.98,7199152.822338865,15.686,13.478777292576417,10479116.189721782,509.3517450119996
1912,201.5139002928432,8490.628,723.18,25.953,0.514,0.958,Выше среднего,21985.231,4359683.710540062,13.243,15.012840466926068,8481874.923229693,-87.26448364000034
11678,241.5631328803161,8799.315,749.985,32.837,0.65,0.999,Выше среднего,30254.964,7189657.534578555,15.645,14.246030769230767,11061011.591659315,142.21696125000014
599,241.6165399554272,8840.65,783.775,34.692,0.687,0.952,Выше среднего,30289.027000000002,7199305.728909831,15.665,13.478777292576417,10479338.76114968,514.1476226249998
3892,201.51568052868024,8493.807,707.298,25.092,0.497,0.966,Выше среднего,21984.688,4359618.847784103,13.118,15.52635814889336,8771868.90902234,-187.12687949199997
4141,144.0466308363173,6835.133,501.697,3.645,0.129,0.967,Слабый,3144.228,444863.2433174621,7.675000000000001,23.927441860465116,3448552.2737787757,-231.97754272500003
5540,241.63360927551167,8820.976,769.528,33.938,0.672,0.973,Выше среднего,30283.695,7198576.686039849,15.672999999999998,13.779642857142855,10712167.6875593,353.1254791680002
1652,241.63779806571645,8821.735,795.547,35.505,0.703,0.957,Выше среднего,30283.296000000002,7198603.128915587,15.86,13.172005689900427,10239833.753791733,663.9240402600002
7496,372.840969815628,9740.643,1079.322,90.057,1.783,0.982,Сильный,74047.258,27127109.592745807,27.557,7.790173864273696,15214307.118758164,16868.828123181993
9408,162.04816618089703,7712.456,638.649,17.165,0.34,0.99,Ниже среднего,14945.7,2385061.532735999,10.664000000000001,18.15670588235294,7014886.860988232,-352.9713617600001
1893,162.04984169697894,7778.102,655.896,17.874,0.354,0.958,Ниже среднего,14950.86,2385906.1655593463,10.656,17.438644067796613,6739847.925308888,-302.17023129600017
1944,147.2379653735889,6719.137,505.31,0.0,0.127,0.958,Слабый,2054.6020000000003,299320.0598079689,7.486000000000001,12.152125984251969,2356850.8646296766,-219.32205818000003
3395,145.2206440109638,7113.054,588.905,12.408,0.246,0.964,Ниже среднего,8499.526,1216778.5077758078,8.874,18.8209756097561,4946254.096649625,-321.10897338000007
7852,201.5149474903944,8475.882,700.41,24.799,0.491,0.983,Выше среднего,21978.873,4358441.658487349,13.172,15.716089613034622,8876663.255575048,-230.1766166800002
4362,280.4480912303687,9131.586,826.013,43.937,0.87,0.968,Сильный,39650.634000000005,10933613.787768137,18.431,12.417517241379311,12567372.169848433,1443.3557546100008
11655,143.99804086994175,6643.505,472.165,2.517,0.101,0.999,Слабый,1641.957,233896.449779169,7.296,15.280396039603959,2315806.4334571185,-194.41895616000002
375,280.44735819208285,9139.475,838.578,44.631,0.884,0.951,Сильный,39641.189,10930962.746122472,18.381,12.220859728506788,12365342.472989222,1666.7698167119995
1966,201.5149474903944,8496.092,717.304,25.616,0.507,0.958,Выше среднего,21986.166,4359899.619132442,13.171999999999999,15.220118343195265,8599407.532805607,-124.85570198400016
3957,280.4483006698789,9136.085,820.36,43.454,0.86,0.966,Сильный,39646.964,10932596.073141202,18.302,12.561906976744186,12712321.015280468,1327.8027792000003
10466,372.8434830897508,9743.372,1050.644,87.238,1.727,0.994,Сильный,74060.549,27132205.411759198,27.142,8.042779386218877,15710599.543577995,14748.696482696001
4423,201.5170418854968,8498.233,699.647,24.661,0.488,0.968,Выше среднего,21985.079,4359725.077563744,13.042,15.812704918032786,8933862.863860132,-231.36852308799968
5351,241.62491753583672,8827.162,764.705,33.61,0.665,0.972,Выше среднего,30285.64,7198779.976378526,15.602,13.924691729323307,10825233.047185753,297.8238476500004
5696,372.8441114082816,9756.959,1081.019,89.82,1.778,0.974,Сильный,74057.192,27130847.377068285,27.266000000000002,7.812080989876265,15259194.25031962,16726.158160012
1243,141.20725939600285,6820.206,600.92,23.068,0.257,0.955,Слабый,5768.3679999999995,808008.5545238002,8.280000000000001,12.010272373540856,3144002.157680156,-287.44483680000013
8235,144.0412901288062,6638.926,598.171,5.545,0.245,0.985,Слабый,5279.286999999999,757842.8553004966,8.228,6.299265306122449,3093236.1440836596,-277.8439679399999
9624,162.0479567413868,7706.423,639.96,17.232,0.341,0.991,Ниже среднего,14945.371000000001,2385006.108667927,10.684000000000001,18.103460410557183,6994152.811342893,-349.8971537599999
6452,372.8451586058328,9758.691,1072.47,88.955,1.761,0.977,Сильный,74061.13799999999,27132405.26543344,27.121000000000002,7.8874957410562185,15407385.159246702,16069.834454070002
7402,201.5153663694149,8479.551,699.538,24.736,0.49,0.981,Выше среднего,21979.947,4358667.14566504,13.145999999999999,15.748163265306122,8895239.072785797,-234.87143147999993
7592,241.56449423713272,8804.453,771.279,34.114,0.675,0.982,Выше среднего,30253.769,7189423.393890499,15.769,13.718399999999997,10650997.620578516,375.512321925
1471,201.51452861137392,8495.305,721.304,25.832,0.511,0.956,Выше среднего,21986.406000000003,4359922.395723163,13.203,15.100978473581213,8532137.76071069,-99.14998816800018
3346,323.3309356716245,9312.579,935.4,61.214,1.212,0.964,Сильный,51872.526,16488766.10749601,22.11,10.186930693069307,13604592.497934002,5343.385608
4522,201.5144238916188,8483.682,713.418,25.464,0.504,0.969,Выше среднего,21982.324999999997,4359111.855676187,13.216000000000001,,8649031.459674975,-150.41563084799998
2657,145.2206440109638,7109.648,593.495,12.593,0.249,0.961,Ниже среднего,8499.48,1216770.3754197434,8.902,18.594216867469882,4886628.013733909,-315.87629798999996
2853,137.63432607107515,6642.774,528.918,29.198,0.175,0.962,Слабый,1885.523,257965.67757147294,7.4239999999999995,8.818971428571428,1474089.5861227026,-269.04093439999997
4506,280.446520434042,9126.045,835.552,44.709,0.885,0.969,Сильный,39655.752,10934950.293799104,18.611,12.207050847457628,12355876.038191078,1639.6946107200004
11308,201.513690853333,8456.747,698.542,24.783,0.491,0.998,Выше среднего,21973.125,4357272.702892344,13.269000000000002,15.716089613034622,8874282.490615772,-244.04182918199984
10717,323.3172173837038,9300.853,901.24,58.734,1.163,0.995,Сильный,51869.007,16486918.422536599,21.969,10.616130696474634,14176198.127718486,4221.87324228
11662,323.31575130713213,9299.135,897.644,58.484,1.158,0.999,Сильный,51868.904,16486796.13546241,21.966,10.6619689119171,14237302.362230062,4111.678296432
4045,201.5143191718637,8484.686,715.444,25.568,0.506,0.967,Выше среднего,21982.78,4359204.503647803,13.224,15.250197628458498,8615028.66333558,-137.54726726400025
4062,162.04973697722383,7771.451,645.516,17.411,0.345,0.967,Ниже среднего,14949.902,2385752.296987683,10.600000000000001,,6915224.049239662,-330.8999880000001
5326,323.3229769702354,9312.975,917.464,59.73,1.182,0.972,Сильный,51870.256,16487557.106812388,21.887999999999998,10.445482233502538,13948863.880551936,4694.766925824
10263,162.0491086586931,7739.039,622.763,16.399,0.325,0.993,Ниже среднего,14946.660000000002,2385226.1100082546,10.512,18.994707692307692,7339157.26156386,-386.8628867999999
9003,162.04868977967263,7730.427,633.453,16.905,0.335,0.988,Ниже среднего,14946.541,2385201.308863282,10.597,,7120003.907054573,-364.0413372650001
6875,372.8437972490162,9752.167,1074.616,89.326,1.768,0.979,Сильный,74056.639,27130539.291051928,27.277,7.856266968325792,15345327.653309913,16330.005821376
4306,201.51463333112903,8486.448,712.007,25.376,0.502,0.968,Выше среднего,21983.039,4359265.910079549,13.190999999999999,15.371713147410357,8683796.6336246,-158.87881482600034
5139,137.76690128105665,6673.755,499.419,26.088,0.147,0.971,Слабый,1555.3120000000001,212722.56586244883,7.233,10.498775510204082,1447092.2847785635,-251.544984831
6984,147.15942555724916,6710.233,581.739,0.0,0.226,0.979,Слабый,5286.456,774791.7266892568,8.15,6.8288495575221235,3428281.9765011366,-284.13333589999996
9198,142.9376486296001,6631.018,599.946,11.468,0.253,0.989,Слабый,5357.617,763414.1152516962,8.214,6.100079051383399,3017447.095856507,-282.739531668
8696,145.21854961586138,7038.794,585.85,12.327,0.244,0.987,Ниже среднего,8495.653,1216210.1452449763,8.955,18.975245901639347,4984467.808381051,-328.08075299999996
3990,162.04921337844823,7755.586,652.606,17.752,0.351,0.967,Ниже среднего,14949.208999999999,2385634.5569694596,10.674999999999999,,6796679.64948564,-312.47106345
1049,241.62030986661148,8836.39,784.892,34.783,0.689,0.954,Выше среднего,30287.911,7199165.80712941,15.698,13.439651669085631,10448716.70120379,528.8120584240005
3823,323.3276893592157,9311.801,932.974,61.034,1.208,0.966,Сильный,51871.586,16488215.150118269,22.096,10.22066225165563,13649184.726919098,5257.623704832001
7649,372.84442556754686,9755.682,1064.406,88.257,1.747,0.982,Сильный,74062.496,27132876.14058929,27.076,7.950704064109902,15531125.438230846,15534.185735432
9560,145.21928265414724,7077.574,570.388,11.679,0.231,0.99,Ниже среднего,8497.232,1216441.229133642,8.824,20.043116883116884,5265979.346898883,-337.57422652799994
2035,141.25783903772563,6838.751,526.673,18.908,0.169,0.958,Слабый,3465.364,482971.85229710693,7.731,,2857821.6112254844,-273.493889253
4039,323.3268516011748,9310.424,934.418,61.192,1.211,0.967,Сильный,51871.43,16488182.774796253,22.144,10.19534269199009,13615344.983316476,5320.853280512
7507,144.79223549276924,6766.879,514.649,0.217,0.14,0.982,Слабый,3474.284,494576.3950601944,7.8580000000000005,22.04742857142857,3532688.5361442454,-243.51266212000004
7439,241.64010190032909,8815.587,762.246,33.522,0.664,0.981,Выше среднего,30282.277,7198415.382032563,15.65,13.945662650602408,10840987.021133378,272.7379335999998
11162,145.21854961586138,7052.206,570.488,11.697,0.232,0.997,Ниже среднего,8495.922,1216248.0472864262,8.857,19.956724137931037,5242448.479682871,-340.09802988799987
1972,140.7880662162588,6818.295,558.216,22.872,0.207,0.958,Слабый,4311.875,600764.2191189075,7.957000000000001,14.911304347826087,2902242.604439167,-292.827848616
7478,372.8452633255878,9762.548,1059.563,87.614,1.734,0.981,Сильный,74067.878,27134926.608785413,26.875,8.010311418685122,15648746.602529073,15078.440253750005
2099,145.22190064802524,7157.866,582.077,12.109,0.24,0.958,Ниже среднего,8501.533000000001,1217075.2692852682,8.784,19.291500000000003,5071146.955355284,-324.49431168000007
1499,241.6240797777958,8832.13,786.025,34.875,0.69,0.956,Выше среднего,30286.749,7198977.552661461,15.73,13.420173913043477,10433300.800958639,542.9563424999998
5205,162.04921337844823,7754.189,645.869,17.447,0.345,0.972,Ниже среднего,14948.758,2385566.0101522007,10.634,17.893565217391306,6914684.087397683,-330.6663036299999
3512,145.21980625292284,7077.475,599.016,12.83,0.254,0.965,Ниже среднего,8498.039,1216561.064847692,8.972000000000001,18.228188976377954,4789610.491526346,-312.1711937920001
8986,201.51421445210852,8467.668,701.675,24.904,0.493,0.988,Выше среднего,21976.741,4358004.236320847,13.228000000000002,15.65233265720081,8839765.185234983,-223.8471923000003
652,201.51714660525192,8511.118,710.895,25.208,0.499,0.952,Выше среднего,21989.919,4360691.804189348,13.046000000000001,15.464128256513025,8738861.331040777,-163.43239517000012
170,372.847986039221,9792.146,1099.863,90.666,1.795,0.95,Сильный,74066.792,27134728.0521375,26.799,,15116840.140466575,17503.340343915002
4085,372.8455774848532,9767.435,1086.251,90.054,1.783,0.967,Сильный,74060.283,27132110.999282014,27.125999999999998,,15217112.170096476,16940.120080157998
242,372.84442556754686,9777.322,1114.609,92.476,1.831,0.951,Сильный,74052.261,27128967.612476062,27.317,7.58595303113053,14816476.030844381,18937.048019042995
9421,323.30988700084544,9297.598,919.111,60.291,1.194,0.99,Сильный,51867.726,16486151.802730164,22.244999999999997,,13807497.322219567,4863.525208829999
5798,145.22043457145355,7108.221,578.89,12.008,0.238,0.974,Ниже среднего,8499.009,1216701.6739539204,8.829,19.453613445378153,5112191.907369413,-330.13555722
10999,143.73027245610078,6723.236,498.792,4.874,0.127,0.997,Слабый,3003.051,423764.4179207681,7.759,,3336727.7001635283,-233.74310274400005
4371,280.44788179085845,9132.09,825.007,43.857,0.868,0.968,Сильный,39650.282,10933514.75739752,18.413,12.446129032258066,12596215.158292074,1422.5529533879992
1644,280.4481959501238,9128.892,849.952,45.63,0.903,0.957,Сильный,39650.907999999996,10933699.761269812,18.67,11.963720930232558,12108194.641494807,1921.11790752
5594,241.6240797777958,8827.117,763.135,33.514,0.664,0.973,Выше среднего,30285.595999999998,7198735.686957603,15.59,13.945662650602408,10841469.40806868,280.89500759999993
2756,145.22127232949452,7137.975,584.677,12.225,0.242,0.961,Ниже среднего,8500.704,1216951.3576957174,8.822,,5028724.618577344,-323.06310445199995
11463,280.4454732364906,9121.817,797.707,42.173,0.835,0.998,Сильный,39667.134999999995,10938025.491948407,18.395,12.938011976047905,13099431.72688432,947.8087212749998
8974,145.89828554634312,6777.817,574.611,0.0,0.217,0.988,Слабый,5915.08,853860.086873127,8.366,14.224147465437788,3934839.11001441,-292.989141158
9083,145.21938737390235,7079.46,572.018,11.744,0.232,0.988,Ниже среднего,8497.358,1216458.6613374182,8.83,19.956724137931037,5243356.298868182,-335.92696592
5231,145.21991097267795,7084.671,588.512,12.408,0.246,0.972,Ниже среднего,8498.056,1216564.1204232245,8.908,,4945382.603346441,-323.2004835840001
2076,280.44788179085845,9139.522,826.737,43.821,0.868,0.958,Сильный,39642.566,10931430.46874005,18.288,12.446129032258066,12593813.904078398,1440.3576862079994
4103,372.84651996264927,9769.041,1084.5,89.842,1.778,0.967,Сильный,74062.119,27132856.67302115,27.07,7.812080989876265,15260324.338032141,16773.46531
11406,162.0485850599175,7722.277,623.118,16.434,0.325,0.998,Ниже среднего,14945.529,2385045.497235936,10.544,18.994707692307692,7338601.529956726,-386.8240375999998
3996,144.2769095778254,6664.995,477.705,1.043,0.096,0.967,Слабый,1098.415,155840.27104975935,7.255,16.076249999999998,1623336.1567683266,-179.89730160000002
4801,201.51515692990463,8487.251,708.072,25.162,0.498,0.97,Выше среднего,21982.838,4359237.135315403,13.16,15.495180722891567,8753488.223524906,-183.03117504
5968,145.34096700959626,6812.881,521.949,0.0,0.151,0.975,Слабый,3911.2110000000002,559659.0840480729,7.891,20.44132450331126,3706351.549987238,-255.05054259100004
9318,162.04921337844823,7745.877,625.347,16.512,0.327,0.989,Ниже среднего,14947.224999999999,2385320.5055939322,10.516,18.878532110091744,7294558.121082361,-380.5060119960001
7015,201.5169371657417,8489.539,692.143,24.292,0.481,0.979,Выше среднего,21982.119,4359133.979511395,13.04,16.04282744282744,9062648.606052797,-275.08162967999976
7308,139.70945273852632,6621.059,577.346,24.496,0.233,0.981,Слабый,4009.7,558335.136343152,7.907,6.623690987124463,2396288.1388118113,-292.293182474
8288,372.8434830897508,9746.296,1067.197,88.759,1.757,0.985,Сильный,74056.07599999999,27130356.480926555,27.296,,15441295.663589388,15883.900769183994
6899,241.5748614928895,8808.691,771.718,34.119,0.675,0.979,Выше среднего,30255.792,7190217.267234059,15.748999999999999,,10652173.729235642,379.7028778499996
11183,241.56480839639804,8798.261,754.128,33.1,0.655,0.997,Выше среднего,30254.756,7189647.978118016,15.681000000000001,,10976561.79865346,186.19368504000045
9867,162.0479567413868,7706.194,638.639,17.172,0.34,0.992,Ниже среднего,14945.339,2384999.626749657,10.675,18.15670588235294,7014704.784557815,-353.3717495
7672,201.51609940770075,8482.206,695.267,24.493,0.485,0.982,Выше среднего,21980.256,4358738.820841727,13.101,15.910515463917525,8987090.352250984,-258.8168710049997
5849,372.8462058033839,9770.906,1066.432,88.054,1.743,0.974,Сильный,74069.707,27135752.45106337,26.793000000000003,7.968950086058519,15568417.92946837,15431.240155968002
6592,201.51358613357783,8471.581,712.609,25.475,0.504,0.978,Выше среднего,21978.558999999997,4358359.417986599,13.279,15.310714285714285,8647538.527751189,-156.54698085599975
7370,372.84494916632246,9752.516,1069.805,88.855,1.759,0.981,Сильный,74057.72200000001,27131147.70488953,27.208,,15424188.575832592,15975.53076796
9921,162.04837562040728,7717.807,633.415,16.917,0.335,0.992,Ниже среднего,14945.778,2385081.7924418603,10.62,18.427701492537313,7119647.141617493,-364.9666545000001
4661,372.8467294021595,9774.759,1073.69,88.649,1.755,0.969,Сильный,74068.70199999999,27135430.015802775,26.809,7.914461538461539,15461783.484787907,15888.245273550001
4078,142.66956605649375,6809.03,504.605,11.197,0.136,0.967,Слабый,2887.007,404600.18911876203,7.65,22.695882352941176,2975001.3905791324,-240.74335800000003
